"dataSet","ladder","smileLaugh","enjoyment","worry","sadness","depression","anger","income","household","television","computer","internetAccess","food","shelter","livingStandard","ticket","lawsuit","respect","learn","opportunity","time","emergency","gender","age","maritalStatus","residentialArea","education","raw_income","PositiveFeelings","NegativeFeelings","logIncome","LuxuryConveniences","BasicNeeds","PsychNeeds","study_site"
"2018spring",5,1,1,-1,0,0,0,60000,"5",1,1,1,0,0,0,NA,NA,1,0,0,1,1,"man",19,"single","suburban","some teriary",60000,1,-0.25,11.0020998412042,1,0,0.6,"Study_Site_3"
"2018spring",7,1,1,0,0,0,0,0,"1",1,1,1,0,0,1,NA,NA,0,0,0,1,1,"man",20,"single","urban_city","some teriary",0,1,0,NA,1,0,0.4,"Study_Site_3"
"2018spring",9,1,0,0,0,0,0,75000,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",20,"single","suburban","secondary",75000,0.5,0,11.2252433925184,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,3e+05,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",21,"single","suburban","some teriary",3e+05,1,-0.25,12.6115377536383,1,0,1,"Study_Site_3"
"2018spring",8,1,1,-1,-1,0,0,NA,"",1,1,1,0,0,1,NA,NA,1,0,1,1,1,"man",20,"single","urban_city","some teriary",NA,1,-0.5,NA,1,0,0.8,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",20,"single","suburban","some teriary",NA,1,0,NA,1,0,1,"Study_Site_3"
"2018spring",5,0,0,0,0,0,0,50000,"6",1,1,1,0,0,1,NA,NA,1,0,0,1,1,"woman",19,"single","urban_city","some teriary",50000,0,0,10.8197782844103,1,0,0.6,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,120000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",19,"single","urban_city","some teriary",120000,1,0,11.6952470217642,1,0,1,"Study_Site_3"
"2018spring",7,1,1,-1,-1,0,-1,80000,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",20,"single","urban_city","some teriary",80000,1,-0.75,11.289781913656,1,0,1,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,NA,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",22,"single","urban_city","full teritary",NA,1,0,NA,1,0,0.8,"Study_Site_3"
"2018spring",6,1,0,-1,-1,0,-1,10000,"4",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"woman",20,"single","urban_city","some teriary",10000,0.5,-0.75,9.21034037197618,1,0,0.8,"Study_Site_3"
"2018spring",6,1,0,-1,0,0,0,90000,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",20,"single","urban_city","some teriary",90000,0.5,-0.25,11.4075649493124,1,0,1,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,NA,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",22,"single","urban_city","some teriary",NA,1,-0.25,NA,1,0,1,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,150000,"7",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",21,"domestic partnership","rural","some teriary",150000,1,-0.25,11.9183905730784,1,0,1,"Study_Site_3"
"2018spring",7,1,1,-1,0,0,0,80000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",18,"single","urban_city","some teriary",80000,1,-0.25,11.289781913656,1,0,1,"Study_Site_3"
"2018spring",7,1,1,0,0,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,0,1,0,1,"woman",21,"single","urban_city","some teriary",NA,1,0,NA,1,0,0.6,"Study_Site_3"
"2018spring",7,0,0,0,0,0,0,1e+05,"3",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",19,"single","urban_city","secondary",1e+05,0,0,11.5129254649702,1,0,0.8,"Study_Site_3"
"2018spring",5,1,1,-1,0,0,0,86000,"2",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",26,"domestic partnership","urban_city","full teritary",86000,1,-0.25,11.3621025752356,1,0,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",4,0,0,-1,-1,-1,-1,180000,"5",1,1,1,0,0,1,NA,NA,1,1,0,0,1,"man",18,"single","suburban","some teriary",180000,0,-1,12.1007121298723,1,0,0.6,"Study_Site_3"
"2018spring",7,0,0,-1,-1,0,0,NA,"4",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"man",20,"single","urban_city","some teriary",NA,0,-0.5,NA,1,0,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",7,1,1,-1,0,0,0,50000,"1",1,1,1,0,0,0,NA,NA,1,0,1,1,1,"man",50,"divorced or separated","suburban","full teritary",50000,1,-0.25,10.8197782844103,1,0,0.8,"Study_Site_3"
"2018spring",8,1,1,-1,-1,-1,0,80000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",20,"single","suburban","some teriary",80000,1,-0.75,11.289781913656,1,0,1,"Study_Site_3"
"2018spring",10,0,0,0,0,0,0,60000,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",22,"single","urban_city","full teritary",60000,0,0,11.0020998412042,1,0,1,"Study_Site_3"
"2018spring",9,0,0,0,0,0,0,60000,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",22,"single","urban_city","full teritary",60000,0,0,11.0020998412042,1,0,1,"Study_Site_3"
"2018spring",9,0,0,-1,-1,-1,-1,NA,"5",1,1,1,0,0,0,NA,NA,1,1,1,1,0,"woman",19,"single","urban_city","some teriary",NA,0,-1,NA,1,0,0.8,"Study_Site_3"
"2018spring",8,0,1,0,0,0,0,130000,"4",1,1,1,0,0,1,NA,NA,1,0,1,1,1,"man",20,"single","suburban","some teriary",130000,0.5,0,11.7752897294377,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,75000,"5",1,1,1,0,0,1,NA,NA,1,0,1,1,1,"woman",26,"single","urban_city","some teriary",75000,1,0,11.2252433925184,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,-1,-1,-1,0,70000,"3",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",20,"single","urban_city","some teriary",70000,1,-0.75,11.1562505210315,1,0,0.8,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,186000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",20,"single","suburban","secondary",186000,1,0,12.1335019526953,1,0,1,"Study_Site_3"
"2018spring",8,0,0,-1,-1,-1,0,40000,"4",1,1,1,1,0,0,NA,NA,1,1,0,1,1,"man",21,"single","suburban","some teriary",40000,0,-0.75,10.5966347330961,1,0.5,0.8,"Study_Site_3"
"2018spring",6,1,1,-1,-1,-1,0,90000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",19,"single","suburban","full teritary",90000,1,-0.75,11.4075649493124,1,0,1,"Study_Site_3"
"2018spring",7,0,0,-1,0,0,0,180000,"6",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"woman",19,"single","urban_city","some teriary",180000,0,-0.25,12.1007121298723,1,0,0.8,"Study_Site_3"
"2018spring",5,1,1,0,0,0,0,1e+05,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",19,"single","urban_city","some teriary",1e+05,1,0,11.5129254649702,1,0,1,"Study_Site_3"
"2018spring",11,1,1,0,0,0,0,NA,"6",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",21,"single","urban_city","some teriary",NA,1,0,NA,1,0,1,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,NA,"8",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",19,"single","suburban","some teriary",NA,1,0,NA,1,0,1,"Study_Site_3"
"2018spring",10,1,1,0,0,0,0,70000,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",20,"single","village","some teriary",70000,1,0,11.1562505210315,1,0,1,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,40000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,0,"woman",19,"single","village","some teriary",40000,1,-0.25,10.5966347330961,1,0,0.8,"Study_Site_3"
"2018spring",8,0,0,-1,0,-1,0,0,"3",0,1,1,0,0,0,NA,NA,1,1,1,1,1,"woman",29,"single","urban_city","full teritary",0,0,-0.5,NA,0.666666666666667,0,1,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,10500,"2",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"man",25,"single","urban_city","full teritary",10500,1,-0.25,9.25913053614561,1,0,0.8,"Study_Site_3"
"2018spring",7,0,0,-1,0,0,0,2e+05,"4",1,1,1,0,1,1,NA,NA,1,1,0,0,1,"man",18,"single","suburban","some teriary",2e+05,0,-0.25,12.2060726455302,1,0.5,0.6,"Study_Site_3"
"2018spring",4,0,0,-1,-1,-1,-1,60000,"3",1,1,1,1,0,0,NA,NA,1,1,0,0,1,"man",22,"single","urban_city","some teriary",60000,0,-1,11.0020998412042,1,0.5,0.6,"Study_Site_3"
"2018spring",7,1,1,-1,-1,0,0,NA,"8",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",20,"single","urban_city","some teriary",NA,1,-0.5,NA,1,0,1,"Study_Site_3"
"2018spring",8,0,1,-1,0,-1,0,NA,"3",1,1,1,0,0,1,NA,NA,1,1,0,0,1,"woman",25,"single","urban_city","full teritary",NA,0.5,-0.5,NA,1,0,0.6,"Study_Site_3"
"2018spring",7,0,1,-1,0,0,-1,NA,"3",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",22,NA,"urban_city","full teritary",NA,0.5,-0.5,NA,1,0,0.8,"Study_Site_3"
"2018spring",11,1,1,-1,0,0,0,1e+05,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",22,"single","suburban","some teriary",1e+05,1,-0.25,11.5129254649702,1,0,0.8,"Study_Site_3"
"2018spring",6,0,0,-1,-1,-1,0,288000,"5",1,1,1,0,0,1,NA,NA,1,0,0,1,1,"woman",21,"single","urban_city","some teriary",288000,0,-0.75,12.5707157591181,1,0,0.6,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,75000,"5",1,1,1,0,0,0,NA,NA,1,1,1,1,1,"man",20,"single","urban_city","some teriary",75000,1,-0.25,11.2252433925184,1,0,1,"Study_Site_3"
"2018spring",7,0,0,0,0,0,0,2e+05,"4",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"man",19,"single","suburban","some teriary",2e+05,0,0,12.2060726455302,1,0,0.8,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,60000,"4",1,1,1,0,0,0,NA,NA,1,0,1,1,1,"woman",21,"single","suburban","some teriary",60000,1,-0.25,11.0020998412042,1,0,0.8,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,81000,"6",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"woman",19,"single","urban_city","some teriary",81000,1,0,11.3022044336546,1,0.5,1,"Study_Site_3"
"2018spring",6,0,1,-1,0,0,0,NA,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",19,"single","suburban","secondary",NA,0.5,-0.25,NA,1,0,1,"Study_Site_3"
"2018spring",8,1,1,-1,-1,0,0,89000,"4",1,1,1,0,0,1,NA,NA,0,1,1,1,1,"man",19,"single","urban_city","some teriary",89000,1,-0.5,11.3963916487143,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,NA,"4",1,1,1,0,0,1,NA,NA,1,0,0,1,1,"woman",19,"single","urban_city","secondary",NA,1,0,NA,1,0,0.6,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,80000,"3",1,1,1,0,1,1,NA,NA,1,1,1,1,1,"man",20,"single","urban_city","some teriary",80000,1,0,11.289781913656,1,0.5,1,"Study_Site_3"
"2018spring",6,0,1,-1,0,0,0,0,"1",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",19,"single","urban_city","some teriary",0,0.5,-0.25,NA,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,60000,"4",1,1,1,0,0,1,NA,NA,1,0,1,1,1,"woman",18,"single","urban_city","some teriary",60000,1,-0.25,11.0020998412042,1,0,0.8,"Study_Site_3"
"2018spring",6,0,0,-1,0,0,-1,105000,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",18,"single","urban_city","secondary",105000,0,-0.5,11.5617156291397,1,0,0.8,"Study_Site_3"
"2018spring",8,0,0,-1,-1,0,0,NA,"",1,1,1,0,0,1,NA,NA,1,0,0,1,1,"man",21,"single","urban_city","some teriary",NA,0,-0.5,NA,1,0,0.6,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,60000,"5",0,1,0,1,0,1,NA,NA,1,1,0,0,1,"woman",25,"single","urban_city","full teritary",60000,1,0,11.0020998412042,0.333333333333333,0.5,0.6,"Study_Site_3"
"2018spring",9,1,1,-1,-1,-1,0,150000,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",18,"single","urban_city","secondary",150000,1,-0.75,11.9183905730784,1,0,1,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,110000,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",19,"single","suburban","secondary",110000,1,-0.25,11.6082356447746,1,0,1,"Study_Site_3"
"2018spring",10,1,1,0,0,0,0,2e+05,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",19,"domestic partnership","suburban","some teriary",2e+05,1,0,12.2060726455302,1,0,1,"Study_Site_3"
"2018spring",9,1,1,-1,-1,0,-1,35000,"1",0,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",21,"single","urban_city","full teritary",35000,1,-0.75,10.4631033404715,0.666666666666667,0,0.8,"Study_Site_3"
"2018spring",8,1,1,-1,-1,-1,-1,25000,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,0,"man",18,"single","urban_city","secondary",25000,1,-1,10.1266311038503,1,0,0.8,"Study_Site_3"
"2018spring",6,1,1,-1,-1,0,-1,120000,"1",0,1,1,1,0,0,NA,NA,1,1,1,1,1,"woman",30,NA,"urban_city","some teriary",120000,1,-0.75,11.6952470217642,0.666666666666667,0.5,1,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,NA,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",19,"single","suburban","some teriary",NA,1,-0.25,NA,1,0,1,"Study_Site_3"
"2018spring",10,1,1,0,0,0,0,2e+05,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",20,"domestic partnership","urban_city","secondary",2e+05,1,0,12.2060726455302,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,25000,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",21,"single","rural","some teriary",25000,1,0,10.1266311038503,1,0,1,"Study_Site_3"
"2018spring",5,0,0,0,-1,-1,0,NA,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",20,"single","suburban","some teriary",NA,0,-0.5,NA,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,98000,"2",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",36,"married","urban_city","full teritary",98000,1,0,11.4927227576527,1,0,1,"Study_Site_3"
"2018spring",6,1,1,0,0,-1,0,1e+06,"4",1,1,1,0,0,1,NA,NA,1,1,1,0,0,"man",23,"single","urban_city","some teriary",1e+06,1,-0.25,13.8155105579643,1,0,0.6,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,50000,"3",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",20,NA,"urban_city","some teriary",50000,1,-0.25,10.8197782844103,1,0,0.8,"Study_Site_3"
"2018spring",10,1,1,0,0,0,0,1e+05,"6",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",22,"single","urban_city","full teritary",1e+05,1,0,11.5129254649702,1,0,1,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,30000,"3",1,1,1,0,0,1,NA,NA,1,1,0,0,1,"man",20,"single","urban_city","some teriary",30000,1,0,10.3089526606443,1,0,0.6,"Study_Site_3"
"2018spring",5,1,1,0,0,0,0,28400,"3",1,1,1,0,0,0,NA,NA,1,0,0,1,1,"man",21,"single","urban_city","some teriary",28400,1,0,10.2541444241493,1,0,0.6,"Study_Site_3"
"2018spring",7,0,0,-1,-1,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",19,"single","suburban","some teriary",NA,0,-0.5,NA,1,0,0.8,"Study_Site_3"
"2018spring",8,1,0,-1,0,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",19,"single","suburban","secondary",NA,0.5,-0.25,NA,1,0,1,"Study_Site_3"
"2018spring",6,0,1,0,0,0,0,1e+05,"4",1,1,1,0,0,1,NA,NA,0,1,1,0,1,"woman",32,"single","suburban","full teritary",1e+05,0.5,0,11.5129254649702,1,0,0.6,"Study_Site_3"
"2018spring",7,1,1,0,0,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",22,"single","suburban","secondary",NA,1,0,NA,1,0,1,"Study_Site_3"
"2018spring",5,1,1,-1,-1,-1,0,NA,"4",1,1,1,0,0,1,NA,NA,1,0,0,0,1,"man",18,"single","urban_city","some teriary",NA,1,-0.75,NA,1,0,0.4,"Study_Site_3"
"2018spring",11,1,1,-1,0,0,0,80000,"3",1,1,1,1,1,1,NA,NA,1,1,1,1,0,"man",20,"single","suburban","secondary",80000,1,-0.25,11.289781913656,1,1,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",8,1,1,-1,-1,0,0,120000,"3",1,1,1,0,0,1,NA,NA,1,1,0,0,1,"woman",39,"married","urban_city","full teritary",120000,1,-0.5,11.6952470217642,1,0,0.6,"Study_Site_3"
"2018spring",8,1,1,-1,-1,-1,-1,5e+05,"4",1,1,1,0,0,0,NA,NA,1,1,1,1,1,"man",20,"single","suburban","full teritary",5e+05,1,-1,13.1223633774043,1,0,1,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,60000,"6",1,1,1,0,0,1,NA,NA,1,0,1,0,1,"man",21,"single","suburban","some teriary",60000,1,0,11.0020998412042,1,0,0.6,"Study_Site_3"
"2018spring",10,1,1,0,0,0,0,80000,"5",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",19,"single","suburban","some teriary",80000,1,0,11.289781913656,1,0,0.8,"Study_Site_3"
"2018spring",7,1,1,-1,0,0,0,1e+05,"4",1,1,1,0,0,1,NA,NA,1,1,0,0,1,"woman",18,"single","suburban","some teriary",1e+05,1,-0.25,11.5129254649702,1,0,0.6,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,1e+05,"5",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",19,"single","suburban","some teriary",1e+05,1,0,11.5129254649702,1,0,1,"Study_Site_3"
"2018spring",5,1,1,-1,-1,-1,-1,1200,"5",1,1,1,0,0,0,NA,NA,0,1,1,1,1,"man",20,"single","urban_city","some teriary",1200,1,-1,7.09007683577609,1,0,0.8,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,110000,"8",0,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",18,"single","suburban","some teriary",110000,1,-0.25,11.6082356447746,0.666666666666667,0,0.8,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,110000,"3",1,1,1,0,0,0,NA,NA,1,1,1,0,1,"man",18,"single","suburban","secondary",110000,1,0,11.6082356447746,1,0,0.8,"Study_Site_3"
"2018spring",6,1,0,-1,0,-1,0,2e+06,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",25,"single","urban_city","full teritary",2e+06,0.5,-0.5,14.5086577385242,1,0,1,"Study_Site_3"
"2018spring",8,0,0,-1,-1,0,0,30000,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",25,"single","urban_city","some teriary",30000,0,-0.5,10.3089526606443,1,0,0.8,"Study_Site_3"
"2018spring",3,0,0,-1,0,0,-1,NA,"7",1,1,1,1,0,1,NA,NA,0,1,0,1,1,"man",18,"single","urban_city","some teriary",NA,0,-0.5,NA,1,0.5,0.6,"Study_Site_3"
"2018spring",7,0,0,0,-1,-1,-1,NA,"",1,1,1,0,1,1,NA,NA,1,1,1,1,1,"man",23,"single","urban_city","some teriary",NA,0,-0.75,NA,1,0.5,1,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"woman",18,"single","suburban","some teriary",NA,1,-0.25,NA,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,-1,0,0,0,25000,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",23,"single","urban_city","some teriary",25000,1,-0.25,10.1266311038503,1,0,1,"Study_Site_3"
"2018spring",8,0,0,0,0,0,0,130000,"4",1,0,1,0,0,1,NA,NA,1,1,0,1,1,"woman",25,"single","urban_city","some teriary",130000,0,0,11.7752897294377,0.666666666666667,0,0.8,"Study_Site_3"
"2018spring",8,1,0,-1,0,0,0,20000,"3",1,1,1,0,0,1,NA,NA,1,1,0,1,0,"woman",21,"single","urban_city","some teriary",20000,0.5,-0.25,9.90348755253613,1,0,0.6,"Study_Site_3"
"2018spring",8,1,1,0,-1,0,-1,33000,"3",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",27,"married","urban_city","some teriary",33000,1,-0.5,10.4042628404486,1,0,1,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,65000,"4",1,1,1,0,0,1,NA,NA,1,1,1,0,1,"woman",23,"domestic partnership","suburban","full teritary",65000,1,0,11.0821425488778,1,0,0.8,"Study_Site_3"
"2018spring",7,0,0,-1,-1,0,0,1e+05,"3",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",20,"single","urban_city","secondary",1e+05,0,-0.5,11.5129254649702,1,0,0.8,"Study_Site_3"
"2018spring",9,1,1,0,0,0,0,1e+05,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",20,"single","urban_city","some teriary",1e+05,1,0,11.5129254649702,1,0,1,"Study_Site_3"
"2018spring",4,1,1,-1,0,-1,0,NA,"4",1,1,1,1,0,1,NA,NA,1,1,1,0,0,"woman",18,NA,"urban_city","some teriary",NA,1,-0.5,NA,1,0.5,0.6,"Study_Site_3"
"2018spring",8,1,0,-1,0,-1,0,NA,"4",1,1,1,1,0,0,NA,NA,1,1,0,1,1,"woman",20,"single","suburban","some teriary",NA,0.5,-0.5,NA,1,0.5,0.8,"Study_Site_3"
"2018spring",7,1,0,-1,0,-1,0,20000,"1",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",22,"single","urban_city","some teriary",20000,0.5,-0.5,9.90348755253613,1,0,1,"Study_Site_3"
"2018spring",4,0,0,-1,0,0,0,130000,"4",1,1,1,0,0,1,NA,NA,1,1,0,0,1,"woman",19,"single","urban_city","secondary",130000,0,-0.25,11.7752897294377,1,0,0.6,"Study_Site_3"
"2018spring",2,0,0,-1,-1,-1,0,NA,"",0,1,1,0,0,1,NA,NA,1,1,1,1,1,"woman",NA,"single","urban_city","full teritary",NA,0,-0.75,NA,0.666666666666667,0,1,"Study_Site_3"
"2018spring",8,1,1,0,0,0,0,NA,"5",1,1,1,0,0,1,NA,NA,1,0,0,1,1,"woman",24,"single","urban_city","full teritary",NA,1,0,NA,1,0,0.6,"Study_Site_3"
"2018spring",6,1,1,0,0,0,0,NA,"4",1,1,1,0,0,1,NA,NA,1,1,1,1,1,"man",24,"single","rural","full teritary",NA,1,0,NA,1,0,1,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",6,1,1,-1,-1,-1,0,1e+05,"6",1,1,1,1,0,1,NA,NA,1,0,1,1,1,"man",20,"single","urban_city","some teriary",1e+05,1,-0.75,11.5129254649702,1,0.5,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",7,1,1,-1,0,0,0,42000,"3",1,1,1,1,0,1,NA,NA,1,1,1,0,1,"man",21,"single","urban_city","some teriary",42000,1,-0.25,10.6454248972655,1,0.5,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",7,0,0,-1,-1,-1,-1,2e+05,"6",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"woman",19,"single","suburban","some teriary",2e+05,0,-1,12.2060726455302,1,0,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",4,1,1,-1,0,0,-1,30000,"6",1,1,1,0,0,1,NA,NA,0,1,0,1,1,"man",21,"single","urban_city","some teriary",30000,1,-0.5,10.3089526606443,1,0,0.6,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,80000,"4",1,1,1,0,0,1,NA,NA,1,1,0,1,1,"man",18,"single","urban_city","some teriary",80000,1,-0.25,11.289781913656,1,0,0.8,"Study_Site_3"
"2018spring",6,1,1,-1,0,0,0,62500,"4",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"woman",19,"single","urban_city","some teriary",62500,1,-0.25,11.0429218357245,1,0.5,1,"Study_Site_3"
"2018spring",8,1,1,-1,0,0,0,1000,"4",1,1,1,0,0,1,NA,NA,1,0,1,1,1,"man",20,"single","urban_city","secondary",1000,1,-0.25,6.90775527898214,1,0,0.8,"Study_Site_3"
"2018spring",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study_Site_3"
"2018spring",5,0,0,0,-1,0,-1,60000,"5",1,0,1,0,0,1,NA,NA,1,0,0,1,1,"woman",18,"single","rural","secondary",60000,0,-0.5,11.0020998412042,0.666666666666667,0,0.6,"Study_Site_3"
